artist_album,key_index,year,Genre_0,Genre_1
Jack DeJohnette Tin Can Alley,762,1980,31,0
Jay Clayton All Out,763,1980,31,52
Art Pepper Winter Moon,765,1980,93,0
Julius Hemphill Flat Out Jump Suite,766,1980,10,0
Anthony Davis Episteme,767,1981,51,0
Joe McPhee Topology,768,1981,51,52
Paul Motian Psalm,769,1981,31,0
Rova Saxophone Quartet As Was,770,1981,52,0
MUhal Richard Abrams Blues Forever,772,1981,31,0
David Murray Home,776,1981,31,52
Willem Breuker In Holland,778,1981,51,52
Billy Bang Rainbow Gladiator,780,1981,52,0
Frederic Hand Heart's Song,782,1981,13,116
Jaco Pastorius Word of Mouth,783,1981,54,73
Joanne Brackeen Special Identity,784,1981,10,31
Hal Russell NRG Ensemble,785,1981,52,0
Marvin Peterson The Angels of Atlanta,786,1981,59,110
Jan Garbarek Paths Prints,787,1981,31,0
Oscar Peterson Nigerian Marketplace,788,1981,16,62
Ronald Shannon Jackson Street Priest,790,1981,31,50
Steve Douglas Rainbow Suite,791,1981,0,20
Steve Khan Eyewitness,792,1981,54,0
Wynton Marsalis Wynton Marsalis,793,1981,16,31
Henry Threadgill When Was That,796,1982,31,0
Air 80 Degrees Below,797,1982,31,51
Billy Bang Outline No 12,798,1982,31,51
Dave Holland Life Cycle,799,1982,30,52
David Murray Murray's Steps,800,1982,31,0
Jane Ira Bloom Mighty Lights,801,1982,31,0
Lol Coxhill Instant Replay,802,1982,31,51
Dewey Redman The Struggle Continues,803,1982,31,93
Steve Lacy Flame,804,1982,52,0
Elements Elements,805,1982,18,0
James Ulmer Black Rock,807,1982,50,72
Joe McPhee Oleo,808,1982,52,0
John Carter Dauwhe,809,1982,52,0
Steps Ahead Paradox,811,1982,56,61
Ronald Shannon Jackson Mandance,813,1982,31,52
Paul Winter Missa Gaia,815,1982,86,88
Cecil McBee Flying Out,816,1982,33,48
Shadowfax Shadowfax,817,1982,31,54
Jack DeJohnette Inflation Blues,818,1982,31,0
Kevin Eubanks Guitarist,820,1982,16,31
Derek Bailey Epiphany,821,1982,51,0
Anthony Davis Hemispheres,823,1983,51,0
Terje Rypdal Eos,824,1983,46,51
Don Pullen Evidence of Things Unseen,825,1983,10,52
James Newton Luella,826,1983,16,51
Ganelin Trio Semplice,828,1983,31,51
Microscopic Septet Take the Z Train,829,1983,31,0
MUhal Richard Abrams Rejoicing with Light,830,1983,52,0
Tim Berne Mutant Variations,831,1983,52,0
Steps Ahead Steps Ahead,832,1983,54,93
Jamaaladeen Tacuma Show Stopper,834,1983,73,0
Paul Motian The Story Of Maryam,835,1983,31,0
Kenny Wheeler Double Double You,837,1983,31,0
Dave Holland Jumpin' In,840,1983,31,0
Henry Threadgill Just the Facts,841,1983,31,0
George Russell So What,842,1983,54,72
Bob Wasserman Solo,844,1983,32,0
Joe McPhee Visitation,845,1983,52,0
Bobby Watson Jewel,846,1983,31,32
Branford Marsalis Scenes In The City,847,1983,31,62
Ronald Shannon Jackson Barbeque Dog,848,1983,31,0
Shadowfax Shadowdance,849,1983,54,0
John Zorn Locus Solus,850,1984,11,31
Geri Allen Printmakers,851,1984,31,0
Steps Ahead Modern Times,852,1984,31,54
Oliver Lake Expandable Language,853,1984,31,51
Hal Russell Conserving NRG,855,1984,52,0
Henry Kaiser Invite The Spirit,858,1984,51,0
Paul Motian It Should've Happened A Long Time Ago,861,1984,31,0
Keith Tippett A Loose Kite In A Gentle Wind,862,1984,51,52
Dave Holland Seeds of Time,863,1984,31,0
James Williams Alter Ego,864,1984,44,81
Bobby McFerrin The Voice,866,1984,31,0
Butch Morris Current Trends In Racism,867,1985,11,46
Bobby Previte Bump The Renaissance,868,1985,31,0
George Russell The African Game,869,1985,52,0
Rova Saxophone Quartet Crowd,870,1985,52,0
Lyle Mays Lyle Mays,871,1985,31,0
David Liebman The Loneliness Of A Long-Distance Runner,872,1985,31,51
David Torn Best Laid Plans,875,1985,54,0
Mark Nauseef Wun Wun,877,1985,31,0
Kip Hanrahan Vertical Currency,878,1985,5,54
Patrick O'Hearn Ancient Dreams,879,1985,8,89
Gerry Hemingway Outerbridge Crossing,882,1985,31,0
Marc Johnson Bass Desires,884,1985,31,54
Terje Rypdal Chasers,885,1985,31,0
Wynton Marsalis Black Codes,887,1985,31,82
Wynton Marsalis J Mood,888,1985,31,0
Paul Winter Canyon,889,1985,109,0
Tony Williams Civilization,890,1985,73,0
Michael Mantler Alien,891,1985,31,0
Herbie Hancock Village Life,892,1985,54,55
Manhattan Transfer Vocalese,893,1985,12,116
John Zorn Cobra,894,1986,46,51
Evan Parker Atlanta,895,1986,51,52
Steve Coleman On the Edge Of Tomorrow,897,1986,50,52
Jim Staley Mumbo Jumbo,899,1986,51,52
Tim Berne Fulton Street Maul,901,1986,51,52
Cecil Taylor For Olim,902,1986,51,52
Michael Shrieve In Suspect Terrain,904,1986,8,0
Kazumi Watanabe Spice Of Life,905,1986,54,0
Sonny Sharrock Guitar,907,1986,11,14
Evan Parker The Snake Decides,908,1986,51,0
Courtney Pine Journey to the Urge Within,909,1986,31,111
Last Exit Koln,911,1986,11,14
John Carter Dance of Love Ghosts,912,1986,31,0
Kenny G Duotones,913,1986,72,109
Reggie Workman Synthesis,914,1986,31,52
Christy Doran Red Twist and Tuned Arrow,917,1986,52,0
Arturo Sandoval Tumbaito,918,1986,75,0
Henry Threadgill Easily Slip Into Another World,919,1987,31,0
Anthony Davis Undine,920,1987,31,0
Steve Lacy Momentum,921,1987,52,0
John Zorn Spillane,922,1987,30,0
Hank Roberts Black Pastels,923,1987,31,54
Marilyn Crispell Labyrinths,924,1987,52,0
Guy Klucevsek Scenes From A Mirage,925,1987,30,46
David Torn Cloud About Mercury,926,1987,8,31
"Bobby Previte Dull Bang, Gushing Sound, Human Shriek",927,1987,8,112
Tim Berne Sanctified Dreams,928,1987,52,0
Borbetomagus Fish That Sparkling Bubble,929,1987,46,52
Marty Ehrlich Pliant Plaint,930,1987,31,0
Benny Carter Central City Sketches,931,1987,13,0
Bobby Previte Pushing The Envelope,932,1987,31,0
Danny Gottlieb Aquamarine,934,1987,54,73
Dave Holland Razor's Edge,935,1987,31,0
Henry Kaiser Crazy-backwards Alphabet,937,1987,7,11
Henry Kaiser Devil In The Drain,938,1987,9,11
Kenny Wheeler Flutter By Butterfly,939,1987,31,0
Mark Helias The Current Set,940,1987,31,0
Michael Brecker Michael Brecker,941,1987,31,54
Sonny Sharrock Seize the Rainbow,943,1987,31,52
Earthworks Earthworks,946,1987,63,65
Bill Frisell Before We Were Born,947,1988,31,0
Henry Threadgill Rag Bush And All,948,1988,31,0
Lyle Mays Street Dreams,950,1988,54,109
Dave Holland Triplicate,951,1988,31,0
John Carter Fields,953,1988,52,0
Leni Stern Secrets,954,1988,31,54
Music Revelation Ensemble Music Revelation Ensemble,956,1988,31,72
Trilok Gurtu Usfret,959,1988,54,0
Bobby Previte Claude's Late Morning,960,1988,31,0
Bill Frisell Lookout for Hope,961,1988,31,0
Marcus Roberts Truth is Spoken Here,963,1988,31,93
David Ware Passage To Music,964,1988,52,0
David Liebman Trio + One,965,1988,31,0
Freddie Hubbard Stardust,966,1988,62,0
Gary Thomas Code Violations,967,1988,31,54
Tim Berne Fractured Fairy Tales,972,1989,31,0
Nimal Nimal,975,1989,9,94
Michael Shrieve Stiletto,977,1989,31,0
Dave Holland Extensions,978,1989,31,0
Henry Kaiser Re-Marrying For Money,981,1989,9,11
Michael Shrieve Big Picture,982,1989,8,39
John Zorn Naked City,987,1989,9,11
Marty Fogel Many Bobbing Heads,990,1989,73,0
No Safety This Lost Leg,993,1989,46,90
John Carter Shadows on a Wall,994,1989,31,0
Ray Anderson Blues Bred,996,1989,31,0
Evan Parker Conic Sections,997,1989,51,0
Dewey Redman Living on the Edge,998,1989,52,0
John Scofield Time on my Hands,1000,1989,16,32
Roy Hargrove Diamond In The Rough,1001,1989,62,0
Jane Ira Bloom Art & Aviation,1005,1992,12,17
Maria Schneider Evanescence,1006,1992,13,31
Medeski Martin and Wood Notes From the Underground,1012,1992,31,52
Courtney Pine To The Eyes Of Creation,1013,1992,31,0
Hank Roberts Little Motor People,1014,1992,31,51
Franz Koglmann L'Heure Bleue,1019,1992,52,0
Bill Frisell Have a Little Faith,1020,1992,31,0
Bill Frisell This Land,1022,1992,93,0
Hal Russell Bells,1026,1992,52,0
John Scofield What We Do,1028,1992,31,0
Ray Anderson Every One of Us,1031,1992,13,0
Uri Caine Sphere Music,1032,1992,31,0
Sonny Simmons Ancient Ritual,1033,1992,51,0
Michael Formanek Wide Open Spaces,1037,1990,31,0
Charlie Haden Dream Keeper,1042,1990,10,13
Bobby Previte Empty Suits,1043,1990,31,0
Myra Melford Jump,1046,1990,42,52
Danny Gottlieb Brooklyn Blues,1047,1990,98,0
David Liebman The Tree,1049,1990,31,0
Elements Spirit River,1050,1990,93,0
Hank Roberts Birds Of Prey,1051,1990,31,0
Music Revelation Ensemble Elec Jazz,1052,1990,31,72
Phil Woods All Bird's Children,1056,1990,13,38
Philip Catherine I Remember You,1057,1990,92,0
Ray Anderson What Because,1058,1990,10,31
Terence Blanchard Terence Blanchard,1061,1990,31,0
Yellowjackets Green House,1063,1990,5,13
Kenny Wheeler Widow in the Window,1064,1990,31,0
Matthew Shipp Circular Temple,1067,1990,52,0
Michael Formanek Extended Animation,1072,1991,31,0
Bill Frisell Where in the World,1074,1991,25,34
Don Byron Tuskegee Experiments,1075,1991,31,0
Marilyn Crispell Images,1076,1991,52,0
Sonny Sharrock Ask the Ages,1079,1991,52,62
Steve Coleman Black Science,1080,1991,31,72
Joe Lovano From the Soul,1081,1991,13,31
David Sanborn Another Hand,1082,1991,31,0
David Ware Flight Of I,1083,1991,52,0
Terje Rypdal Q.E.D.,1085,1991,30,0
Jackie McLean Rites of Passage,1086,1991,31,82
John Scofield Grace Under Pressure,1088,1991,31,0
Wynton Marsalis Blue Interlude,1093,1991,16,0
Marty Ehrlich Side by Side,1094,1991,0,31
Tim Berne Can't Put My Finger On It,1095,1991,31,0
Joey Baron Tongue in Groove,1097,1991,31,0
Steve Swallow Swallow,1102,1991,31,0
Steve Turre Right There,1104,1991,31,0
Branford Marsalis The Beautiful Ones Are Not Yet Born,1106,1991,93,0
George Lewis Voyager,1111,1993,63,0
Matthew Shipp Prism,1112,1993,52,0
Zeena Parkins Isabelle,1113,1993,9,11
Music Revelation Ensemble In The Name Of,1116,1993,31,72
Greg Osby 3D Lifestyles,1122,1993,1,124
John Scofield Hand Jive,1124,1993,31,0
Charlie Hunter Trio,1133,1993,31,0
Gerry Hemingway Demon Chaser,1134,1993,51,0
Ray Anderson Big Band Record,1139,1993,91,99
Myra Melford Even the Sounds Shine,1141,1994,31,0
Steve Coleman Def Trance Beat,1147,1994,6,31
Joshua Redman Moodswing,1150,1994,31,42
Franklin Kiermyer Solomon's Daughter,1151,1994,51,52
Mark Helias Loopin' the Cool,1152,1994,31,52
Dave Douglas Five,1167,1995,27,0
Bill Frisell Go West,1168,1995,112,0
Don Byron Music for Six Musicians,1175,1995,31,0
Uri Caine Toys,1176,1995,31,0
Maria Schneider Coming About,1181,1996,13,31
Zeena Parkins Mouth=Maul=Betrayer,1182,1996,37,46
Kenny Wheeler Siren's Song,1183,1996,31,0
Matthew Shipp By the Law of Music,1185,1996,52,0
Courtney Pine Modern Day Jazz Stories,1188,1996,39,40
Joshua Redman Freedom In The Groove,1189,1996,93,0
Steve Coleman Genesis,1195,1997,92,117
ICP Orchestra Jubilee Varia,1197,1997,51,52
Franz Koglmann O Moon My Pin Up,1202,1997,52,0
Courtney Pine Underground,1203,1997,31,109
Joe Lovano Trio Fascination,1206,1997,31,0
Steve Coleman The Sonic Language of Myth - Believing Learning Knowing,1216,1999,6,31
Marty Ehrlich Malinke's Dance,1217,1999,31,0
Misha Mengelberg Solo,1222,1999,51,0
Joshua Redman Beyond,1227,1999,31,0
Branford Marsalis Contemporary Jazz,1229,1999,16,31
Spring Heel Jack Disappeared,1232,2000,40,55
Andrew Hill Dusk,1236,2000,19,81
Dave Douglas El Trilogy,1237,2000,7,33
Supersilent 5 (Rune Grammofon),1239,2001,8,10
Brad Mehldau Art of the Trio,1251,2001,31,93
Triangles Triangles,1252,2001,123,0
William Parker O'Neal's Porch,1257,2001,31,52
"Crispell, Peacock, Motian Amaryllis",1258,2001,31,0
Tom Harrell Paradise,1259,2001,117,0
Dave Douglas Witness,1261,2001,31,0
Keith Jarrett Whisper Not,1263,2001,31,93
Claudia Quintet I,1273,2002,31,32
Keith Jarrett Always Let Me Go (ECM),1281,2002,31,52
Joe Zawinul Faces and Places (ESC),1283,2002,6,54
Joshua Redman Elastic (Warner),1288,2002,31,93
Hiromi Another Mind (Telarc),1303,2003,54,0
Spring Heel Jack Live (Thirsty Ear),1306,2003,40,46
Bad Plus These Are The Vistas (Columbia),1312,2003,31,0
Michael Brecker Wide Angles (2003),1313,2003,31,93
Tord Gustavsen Changing Places (ECM),1314,2003,31,0
Dave Douglas Freak In (Bluebird),1315,2003,10,51
Andrew Hill Passing Ships (Blue Note),1316,2003,52,0
Nicholas Payton Sonic Trance (Warner),1318,2003,31,0
Triosk Moment Returns (Leaf),1323,2004,55,58
Jan Garbarek In Praise of Dreams (ECM),1327,2004,31,0
Geri Allen The Life of a Song (Telarc),1331,2004,31,0
Diana Krall The Girl in the Other Room (Verve),1333,2004,31,0
Wynton Marsalis The Magic Hour (Blue Note),1336,2004,31,0
Dave Douglas Mountain Passages,1337,2005,31,52
Wayne Shorter Beyond The Sound Barrier (Verve),1351,2005,31,0
Terence Blanchard Flow (Blue Note),1352,2005,31,62
Tomasz Stanko Lontano,1358,2006,31,0
Dave Holland Critical Mass,1361,2006,56,61
Bill Frisell History Mystery (Nonesuch),1367,2008,31,0
Leo Smith Tabligh (Cuneiform),1368,2008,10,54
Bill Frisell Disfarmer,1375,2009,10,31
Joe Lovano Us Five (Blue Note),1377,2009,16,31
